,camis,std_dba,building,street,boro,cuisine,insp_type,ts,grade,score,lat,long,county,year,tt_a,tt_b,tt_c
11335,41459932,FARMERS PIZZA GRILL,11725,Farmers Boulevard,Queens,American,Cycle Inspection / Re-inspection,2022-08-17,A,10.0,40.690808741946,-73.762265980159,Queens,2022,A,,
11337,41459972,VERANDA RESTAURANT CAFE,20801,Northern Boulevard,Queens,American,Cycle Inspection / Re-inspection,2022-03-03,A,12.0,40.7587163467,-73.775439792395,Queens,2022,A,,
11341,41460032,BALADE,208,1 Avenue,Manhattan,Mediterranean,Cycle Inspection / Re-inspection,2023-01-30,B,27.0,40.730345398397,-73.983276421025,New York,2023,,B,
11351,41460683,BASIL,268,Kingston Avenue,Brooklyn,Jewish/Kosher,Cycle Inspection / Re-inspection,2022-11-22,B,20.0,40.67022425627,-73.942127850309,Kings,2022,,B,
11354,41460794,KARAOKE SHOUT,32-46,Steinway Street,Queens,American,Cycle Inspection / Re-inspection,2023-03-05,B,26.0,40.757705992797,-73.920033011966,Queens,2023,,B,
11358,41460812,FORBELL CAFE U S POST OFFICE CAFETERIA,1050,Forbell Street,Brooklyn,American,Cycle Inspection / Re-inspection,2019-11-27,A,13.0,40.663983682971,-73.860487605874,Kings,2019,A,,
11360,41461165,NEW BRISAS LATINAS BAKERY RESTAURANT,13515,Lefferts Boulevard,Queens,Spanish,Cycle Inspection / Re-inspection,2022-11-22,A,12.0,40.670260942913,-73.820950841132,Queens,2022,A,,
11365,41461600,FIVE GUYS FAMOUS BURGERS AND FRIES,21033,26 Avenue,Queens,Hamburgers,Cycle Inspection / Re-inspection,2020-02-25,A,9.0,40.777600315782,-73.779679806246,Queens,2020,A,,
11370,41462275,PHO HOAI RESTAURANT,1906,Avenue U,Brooklyn,Southeast Asian,Cycle Inspection / Re-inspection,2022-10-24,A,12.0,40.59925987105,-73.95237321624,Kings,2022,A,,
11375,41462348,BENVENUTO CAFE,189,Franklin Street,Manhattan,American,Cycle Inspection / Re-inspection,2019-12-19,A,8.0,40.719378119895,-74.009704206252,New York,2019,A,,
11379,41462617,MIKES UNICORN DINER,2944,Victory Boulevard,Staten Island,American,Cycle Inspection / Re-inspection,2023-02-13,A,11.0,40.607388652383,-74.160674590995,Richmond,2023,A,,
11381,41462643,OBAO,222,East 53 Street,Manhattan,Thai,Cycle Inspection / Re-inspection,2019-07-22,C,44.0,40.757400218788,-73.968712170448,New York,2019,,,C
11390,41462654,MAYA TAQUERIA,637,Vanderbilt Avenue,Brooklyn,Mexican,Cycle Inspection / Re-inspection,2022-11-19,A,7.0,40.678035252538,-73.968713495874,Kings,2022,A,,
11391,41462864,DIRTY PIERRES BISTRO,13,Station Square,Queens,French,Cycle Inspection / Re-inspection,2023-01-31,A,12.0,40.719208052264,-73.845100981906,Queens,2023,A,,
11395,41463046,DUNKIN,4201,Webster Avenue,Bronx,Donuts,Cycle Inspection / Re-inspection,2019-12-11,A,13.0,40.895507377518,-73.863483077625,Bronx,2019,A,,
11403,41463477,DUNKIN BASKIN ROBBINS,770,Forest Avenue,Staten Island,Donuts,Cycle Inspection / Re-inspection,2022-05-05,A,13.0,40.629075367568,-74.114937752515,Richmond,2022,A,,
11407,41463561,SOMTUM DER,85,Avenue A,Manhattan,Thai,Cycle Inspection / Re-inspection,2019-12-03,A,8.0,40.725166154671,-73.984190505773,New York,2019,A,,
11408,41463700,BAR 718,718,5 Avenue,Brooklyn,Bottled Beverages,Cycle Inspection / Re-inspection,2023-02-02,A,12.0,40.660423405673,-73.994391691969,Kings,2023,A,,
11410,41464310,VILLA PARADISIO,145,Greaves Lane,Staten Island,Italian,Cycle Inspection / Re-inspection,2023-01-31,A,13.0,40.55347630229,-74.143494632805,Richmond,2023,A,,
11413,41464606,LINDAS RESTAURANT BAKERY LOUNGE,5322,Church Avenue,Brooklyn,Caribbean,Cycle Inspection / Re-inspection,2022-09-07,A,0.0,40.652325283956,-73.927216194989,Kings,2022,A,,
11425,41465261,HOT BIALYS BAGELS,11663,Queens Boulevard,Queens,Bagels/Pretzels,Cycle Inspection / Re-inspection,2022-12-14,B,25.0,40.715947197945,-73.833309008637,Queens,2022,,B,
11429,41465278,CHANG XING RESTAURANT,837,Pennsylvania Avenue,Brooklyn,Chinese,Cycle Inspection / Re-inspection,2019-06-25,A,2.0,40.657384150314,-73.889716700147,Kings,2019,A,,
11430,41465455,HAPPY HOUSE,1,Sutter Avenue,Brooklyn,Chinese,Cycle Inspection / Re-inspection,2022-09-21,A,0.0,40.66524773477,-73.923056779872,Kings,2022,A,,
11433,41465557,AQUI EN BELLA PUEBLA MEXICAN RESTAURANT,9411,Roosevelt Avenue,Queens,Mexican,Cycle Inspection / Re-inspection,2022-12-28,B,27.0,40.748846770927,-73.872432227229,Queens,2022,,B,
11442,41465581,MOLE,57,Jane Street,Manhattan,Mexican,Cycle Inspection / Re-inspection,2019-12-17,A,9.0,40.738141622621,-74.00537671185,New York,2019,A,,
11448,41465611,WING CHANG FOOD HOUSE,1389,Fulton Street,Brooklyn,Chinese,Cycle Inspection / Re-inspection,2019-12-06,A,13.0,40.680170220439,-73.945468586833,Kings,2019,A,,
11452,41466316,OLIO E PIU,3,Greenwich Avenue,Manhattan,Italian,Cycle Inspection / Re-inspection,2022-03-02,A,11.0,40.733931279931,-73.999635561442,New York,2022,A,,
11455,41466567,BAR VERDE,65,2 Avenue,Manhattan,Latin American,Cycle Inspection / Re-inspection,2020-02-18,A,13.0,40.726034114177,-73.989547990997,New York,2020,A,,
11457,41466918,NUEVO MEXICO MEXICAN RESTAURANT,489,5 Avenue,Brooklyn,Mexican,Cycle Inspection / Re-inspection,2019-03-27,A,11.0,40.667592232604,-73.987603436833,Kings,2019,A,,
11459,41466982,JERUSALEM RESTAURANT,2715,Broadway,Manhattan,Middle Eastern,Cycle Inspection / Re-inspection,2022-01-27,A,0.0,40.799617164095,-73.96829133285,New York,2022,A,,
11464,41467140,AMOR Y AMARGO CAFE DE L ENFER,95,Avenue A,Manhattan,Bottled Beverages,Cycle Inspection / Re-inspection,2020-03-03,B,19.0,40.725555871857,-73.98390539302,New York,2020,,B,
11471,41467162,DUNKIN BASKIN ROBBINS,5401,108Th Street,Queens,American,Cycle Inspection / Re-inspection,2022-11-29,A,13.0,40.741935725965,-73.854228580434,Queens,2022,A,,
11475,41467165,CHELSEA PAPAYA,171,West 23 Street,Manhattan,American,Cycle Inspection / Re-inspection,2022-04-21,A,9.0,40.743683300262,-73.994648101026,New York,2022,A,,
11477,41467424,SINGAS FAMOUS PIZZA,6353,108 Street,Queens,Pizza,Cycle Inspection / Re-inspection,2019-12-09,A,11.0,40.7334844599,-73.849873900586,Queens,2019,A,,
11480,41468132,COLLAGE BISTRO BAR,342,West 40 Street,Manhattan,American,Cycle Inspection / Re-inspection,2022-07-27,C,56.0,40.756473732441,-73.992008504149,New York,2022,,,C
11502,41468442,LAS PALMAS BAKERY,2269,Jerome Avenue,Bronx,Bakery Products/Desserts,Cycle Inspection / Re-inspection,2022-03-03,B,19.0,40.858220067276,-73.904001753199,Bronx,2022,,B,
11506,41468453,THE 13TH STEP,149,2 Avenue,Manhattan,American,Cycle Inspection / Re-inspection,2019-06-18,A,8.0,40.729363268647,-73.987122854337,New York,2019,A,,
11508,41468815,DINOSAUR BAR B QUE,2276,12 Avenue,Manhattan,Barbecue,Cycle Inspection / Re-inspection,2019-07-24,B,18.0,40.817790575991,-73.960850972401,New York,2019,,B,
11512,41469234,DUNKIN,92-17,Parsons Boulevard,Queens,Sandwiches,Cycle Inspection / Re-inspection,2023-01-04,A,13.0,40.703040322271,-73.800095471598,Queens,2023,A,,
11514,41469761,PIO PIO,8402,Northern Boulevard,Queens,Latin American,Cycle Inspection / Re-inspection,2022-01-28,A,12.0,40.755755980904,-73.883352098275,Queens,2022,A,,
11516,41469854,CHINA PAGODA,6918,5 Avenue,Brooklyn,Chinese,Cycle Inspection / Re-inspection,2022-11-15,A,13.0,40.633275718916,-74.021098226489,Kings,2022,A,,
